0,220,Lewis Hall,Newcastle Utd,0,100,0,0,0,0
0,221,Gustavo Hamer,Sheffield Utd,3,23.7,0.08,2.4,0.6,0
0,222,Luke Harris,Fulham,0,100,0,0.3,-0.3,0
0,223,Jack Harrison,Everton,3,30.8,0.12,3.2,-0.2,0
0,224,Daiki Hashioka,Luton Town,0,0,0,0.1,-0.1,0
0,225,Kai Havertz,Arsenal,9,34.1,0.18,8.9,0.1,0
0,226,Jan Paul van Hecke,Brighton,0,40,0,1.2,-1.2,0
0,227,Hwang Hee-chan,Wolves,10,34.3,0.26,6.3,3.7,0
0,228,Dean Henderson,Crystal Palace,0,0,0,0,0,0
0,229,Rico Henry,Brentford,0,0,0,0.1,-0.1,0
0,230,Son Heung-min,Tottenham,15,45.7,0.2,9.3,5.7,0
0,231,Aaron Hickey,Brentford,0,14.3,0,0.2,-0.2,0
0,232,James Hill,Bournemouth,0,0,0,0,0,0
0,233,Jack Hinshelwood,Brighton,3,57.1,0.21,1.9,1.1,0
0,234,Mason Holgate,Sheffield Utd,0,0,0,0.4,-0.4,0
0,235,Callum Hudson-Odoi,Nott ham Forest,5,56.5,0.22,1.8,3.2,0
0,236,Will Hughes,Crystal Palace,0,50,0,0.2,-0.2,0
0,237,Pierre HÃ¸jbjerg,Tottenham,0,33.3,0,0.5,-0.5,0
0,238,Rasmus HÃ¸jlund,Manchester Utd,7,51.6,0.23,6.7,0.3,0
0,239,Igor,Brighton,0,0,0,0.2,-0.2,0
0,240,Danny Ings,West Ham,1,33.3,0.11,1.1,-0.1,0
0,241,Tim Iroegbunam,Aston Villa,0,0,0,0,0,0
0,242,Alexander Isak,Newcastle Utd,15,52,0.22,14.4,0.6,0
0,243,Alex Iwobi,Everton,0,50,0,0.3,-0.3,0
0,244,Alex Iwobi,Fulham,5,33.3,0.11,4.8,0.2,0
0,245,Nicolas Jackson,Chelsea,9,49.1,0.16,13.4,-4.4,0
0,246,Reece James,Chelsea,0,14.3,0,0.3,-0.3,0
0,247,Vitaly Janelt,Brentford,0,27.8,0,1.5,-1.5,0
0,248,Mathias Jensen,Brentford,3,50,0.25,0.6,2.4,0
0,249,Gabriel Jesus,Arsenal,4,36.7,0.08,6,-2,0
0,250,RaÃºl JimÃ©nez,Fulham,5,40.5,0.14,4.5,0.5,0
0,251,JoÃ£o Pedro,Brighton,8,36,0.08,8.7,-0.7,0
0,252,Joelinton,Newcastle Utd,2,33.3,0.13,2.3,-0.3,0
0,253,Ryan John Giles,Luton Town,0,100,0,0.1,-0.1,0
0,254,Ben Johnson,West Ham,0,33.3,0,0.2,-0.2,0
0,255,Brennan Johnson,Tottenham,5,43.6,0.13,7.8,-2.8,0
0,256,Brennan Johnson,Nott ham Forest,0,0,0,0.3,-0.3,0
0,257,Sam Johnstone,Crystal Palace,0,0,0,0,0,0
0,258,Curtis Jones,Liverpool,1,26.7,0.07,1.8,-0.8,0
0,259,Jorginho,Arsenal,0,0,0,0.1,-0.1,0
0,260,Diogo Jota,Liverpool,9,47.2,0.25,4.4,4.6,0
0,261,Mads Juel Andersen,Luton Town,1,33.3,0.33,0.3,0.7,0
0,262,Hamed Junior TraorÃ¨,Bournemouth,0,66.7,0,0.2,-0.2,0
0,263,Mathias JÃ¸rgensen,Brentford,1,25,0.13,0.7,0.3,0
0,264,Issa KaborÃ©,Luton Town,0,16.7,0,0.2,-0.2,0
0,265,Sasa Kalajdzic,Wolves,2,50,0.5,1.1,0.9,0
0,266,Boubacar Kamara,Aston Villa,0,20,0,0.1,-0.1,0
0,267,Willy Kambwala,Manchester Utd,0,0,0,0,0,0
0,268,Thomas Kaminski,Luton Town,0,0,0,0,0,0
0,269,Loris Karius,Newcastle Utd,0,0,0,0,0,0
0,270,Michael Keane,Everton,1,66.7,0.17,0.7,0.3,0
0,271,Thilo Kehrer,West Ham,0,0,0,0,0,0
0,272,CaoimhÃ­n Kelleher,Liverpool,0,0,0,0,0,0
0,273,Lloyd Kelly,Bournemouth,0,33.3,0,0.3,-0.3,0
0,274,Omari Kellyman,Aston Villa,0,0,0,0.1,-0.1,0
0,275,Milos Kerkez,Bournemouth,0,33.3,0,0.4,-0.4,0
0,276,Kaine Kesler-Hayden,Aston Villa,0,0,0,0,0,0
0,277,Max Kilman,Wolves,2,41.7,0.17,1.8,0.2,0
0,278,Jakub Kiwior,Arsenal,1,33.3,0.17,0.8,0.2,0
0,279,Justin Kluivert,Bournemouth,5,35.1,0.14,4.3,0.7,0
0,280,Luca Koleosho,Burnley,1,21.7,0.04,2,-1,0
0,281,Ibrahima KonatÃ©,Liverpool,0,22.2,0,0.5,-0.5,0
0,282,Ezri Konsa,Aston Villa,1,29.4,0.06,2.4,-1.4,0
0,283,Cheikhou KouyatÃ©,Nott ham Forest,0,20,0,0.3,-0.3,0
0,284,Mateo KovaÄiÄ‡,Manchester City,0,21.4,0,0.8,-0.8,0
0,285,Emil Krafth,Newcastle Utd,0,0,0,0.2,-0.2,0
0,286,Dejan Kulusevski,Tottenham,6,38.6,0.14,3.5,2.5,0
0,287,Adam Lallana,Brighton,0,25,0,0.5,-0.5,0
0,288,Tariq Lamptey,Brighton,0,0,0,0.4,-0.4,0
0,289,Aymeric Laporte,Manchester City,0,100,0,0,0,0
0,290,Yasser Larouci,Sheffield Utd,0,20,0,0.2,-0.2,0
0,291,Jamaal Lascelles,Newcastle Utd,1,16.7,0.17,0.7,0.3,0
0,292,RomÃ©o Lavia,Chelsea,0,0,0,0,0,0
0,293,Mario Lemina,Wolves,4,36.6,0.1,4.4,-0.4,0
0,294,ClÃ©ment Lenglet,Aston Villa,0,25,0,0.9,-0.9,0
0,295,Bernd Leno,Fulham,0,0,0,0,0,0
0,296,Jefferson Lerma,Crystal Palace,1,26.5,0.03,2.7,-1.7,0
0,297,Rico Lewis,Manchester City,2,80,0.4,0.6,1.4,0
0,298,Keane Lewis-Potter,Brentford,2,42.4,0.06,4.3,-2.3,0
0,299,Victor LindelÃ¶f,Manchester Utd,1,66.7,0.17,0.8,0.2,0
0,300,Valentino Livramento,Newcastle Utd,1,33.3,0.33,0.3,0.7,0
0,301,Giovani Lo Celso,Tottenham,2,50,0.2,0.5,1.5,0
0,302,Tom Lockyer,Luton Town,1,14.3,0.14,1.1,-0.1,0
0,303,Sean Longstaff,Newcastle Utd,4,35.5,0.13,4.4,-0.4,0
0,304,Max Lowe,Sheffield Utd,0,0,0,0.6,-0.6,0
0,305,Douglas Luiz,Aston Villa,9,30.2,0.12,6.8,2.2,0
0,306,SaÅ¡a LukiÄ‡,Fulham,1,30,0.1,1.4,-0.4,0
0,307,Ian Maatsen,Chelsea,0,0,0,0.8,-0.8,0
0,308,Alexis Mac Allister,Liverpool,4,18.8,0.09,2.6,1.4,0
0,309,James Maddison,Tottenham,4,42.2,0.09,4.6,-0.6,0
0,310,Noni Madueke,Chelsea,3,37.5,0.13,1.4,1.6,0
0,311,Harry Maguire,Manchester Utd,1,11.1,0.06,1.9,-0.9,0
0,312,Kobbie Mainoo,Manchester Utd,2,57.1,0.29,0.3,1.7,0
0,313,Orel Mangala,Nott ham Forest,1,10,0.1,0.8,0.2,0
0,314,Benson Manuel,Burnley,0,50,0,0.1,-0.1,0
0,315,Solly March,Brighton,3,42.9,0.21,2,1,0
0,316,Anthony Martial,Manchester Utd,1,66.7,0.17,1.2,-0.2,0
0,317,Gabriel Martinelli,Arsenal,6,30,0.12,5.7,0.3,0
0,318,Emiliano MartÃ­nez,Aston Villa,0,0,0,0,0,0
0,319,Lisandro MartÃ­nez,Manchester Utd,0,0,0,0,0,0
0,320,Han-Noah Massengo,Burnley,0,0,0,0,0,0
0,321,Pape Matar Sarr,Tottenham,3,37.5,0.09,2.9,0.1,0
0,322,Jean-Philippe Mateta,Crystal Palace,7,46.4,0.18,5.8,1.2,0
0,323,JoÃ«l Matip,Liverpool,0,0,0,0.5,-0.5,0
0,324,Alex Matos,Chelsea,0,0,0,0,0,0
0,325,Remi Matthews,Crystal Palace,0,0,0,0,0,0
0,326,Neal Maupay,Brentford,6,41.2,0.18,5.3,0.7,0
0,327,Neal Maupay,Everton,0,80,0,1.4,-1.4,0
0,328,Konstantinos Mavropanos,West Ham,1,10,0.1,1.1,-0.1,0
0,329,Bryan Mbeumo,Brentford,8,33.3,0.12,9,-1,0
0,330,James Mcatee,Sheffield Utd,3,31.8,0.09,2.9,0.1,0
0,331,James Mcatee,Manchester City,0,0,0,0,0,0
0,332,Oliver McBurnie,Sheffield Utd,6,50,0.15,5.8,0.2,0
0,333,James McConnell,Liverpool,0,0,0,0,0,0
0,334,John McGinn,Aston Villa,6,40,0.17,4.3,1.7,0
0,335,Scott McKenna,Nott ham Forest,0,0,0,0.2,-0.2,0
0,336,Dwight McNeil,Everton,2,23.4,0.04,3,-1,0
0,337,Scott McTominay,Manchester Utd,7,47.2,0.19,5.1,1.9,0
0,338,Ben Mee,Brentford,2,20,0.2,1.5,0.5,0
0,339,Hannibal Mejbri,Manchester Utd,1,100,1,0,1,0
0,340,Teden Mengi,Luton Town,1,37.5,0.13,0.4,0.6,0
0,341,Chris Mepham,Bournemouth,0,100,0,0.1,-0.1,0
0,342,Lewis Miley,Newcastle Utd,1,23.1,0.08,1.2,-0.2,0
0,343,James Milner,Brighton,0,20,0,0.3,-0.3,0
0,344,Tyrone Mings,Aston Villa,0,0,0,0,0,0
0,345,Tyrick Mitchell,Crystal Palace,1,40,0.2,0.7,0.3,0
0,346,Kaoru Mitoma,Brighton,3,44.1,0.09,3.5,-0.5,0
0,347,Aleksandar MitroviÄ‡,Fulham,0,50,0,0.2,-0.2,0
0,348,Jakub Moder,Brighton,0,14.3,0,0.4,-0.4,0
0,349,Kudus Mohammed,West Ham,7,25,0.13,3.9,3.1,0
0,350,Gonzalo Montiel,Nott ham Forest,0,0,0,0.1,-0.1,0
0,351,Kieffer Moore,Bournemouth,1,33.3,0.17,1.5,-0.5,0
0,352,Ãlex Moreno,Aston Villa,2,50,0.25,1.1,0.9,0
0,353,Carlton Morris,Luton Town,9,37.5,0.09,9.4,-0.4,0
0,354,Mason Mount,Manchester Utd,1,25,0.25,0.3,0.7,0
0,355,Divin Mubama,West Ham,0,0,0,0.1,-0.1,0
0,356,Mykhailo Mudryk,Chelsea,4,29.2,0.17,3.3,0.7,0
0,357,Rodrigo Muniz,Fulham,8,31,0.14,6.5,1.5,0
0,358,Daniel MuÃ±oz,Crystal Palace,0,0,0,0.8,-0.8,0
0,359,Arijanet Muric,Burnley,0,0,0,0,0,0
0,360,Murillo,Nott ham Forest,0,35.7,0,1.2,-1.2,0
0,361,Alex Murphy,Newcastle Utd,0,0,0,0,0,0
0,362,Jacob Murphy,Newcastle Utd,2,28.6,0.1,1.3,0.7,0
0,363,Vitaliy Mykolenko,Everton,2,20.8,0.08,1.5,0.5,0
0,364,Marvelous Nakamba,Luton Town,0,0,0,0.2,-0.2,0
0,365,Michael Ndiweni,Newcastle Utd,0,0,0,0,0,0
0,366,Reiss Nelson,Arsenal,0,25,0,0.2,-0.2,0
0,367,Zack Nelson,Luton Town,0,0,0,0,0,0
0,368,Neto,Bournemouth,0,0,0,0,0,0
0,369,Pedro Neto,Wolves,2,31.4,0.06,3.4,-1.4,0
0,370,Moussa Niakhate,Nott ham Forest,1,20,0.2,1.1,-0.1,0
0,371,Eddie Nketiah,Arsenal,5,31.6,0.13,4.5,0.5,0
0,372,Christopher Nkunku,Chelsea,2,45.5,0.18,1.7,0.3,0
